,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.3397096,-0.7337184,-0.612631,1.4943461,0.40304166,0.20280845,-0.24122871,0.1854369,1.0279405,-0.6587332,-0.78094465,0.56183267,-0.3154203,-0.41136956,0.1831992,0.5574654,-1.1979325,4.425984,-0.8295037,1.2069184
0,-1.2159867,1.4388218,2.3726552,2.5673258,0.46273515,0.9667427,2.588881,-0.14875354,1.4330486,0.07385368,-2.3124173,-1.8286148,0.5332945,0.6361668,0.3803334,-0.4362014,0.586902,1.2747405,-0.42413357,1.2658991
0,0.93870646,-1.1167679,1.8677365,2.0244098,0.7764415,-1.1183959,2.106787,0.627751,1.2410394,-0.37461832,-0.044366866,-0.13590817,0.20954907,1.4004105,-1.1599418,0.42112872,-1.2173022,0.7138388,0.19248201,2.283655
0,0.2962687,-0.34538057,-1.5911193,0.27015316,-1.394162,-0.24851666,2.229911,0.840126,2.0713818,0.047738742,-0.42532924,0.14140765,-1.0989983,0.07371627,0.22181487,-0.07433477,-1.0378628,2.303115,-0.25351423,0.2540557
0,1.230331,-0.8113235,0.842283,2.6046352,-1.780418,0.20472123,0.50020134,0.97053564,1.0288835,0.8295961,-0.38373882,-0.3930204,-0.6897282,-0.20735331,-1.4904546,-2.1579962,0.17457013,0.38952047,1.067669,0.84243137
0,-0.038442228,-0.8894802,1.0286436,1.5667293,-0.39355743,-1.4602473,2.0906162,2.0608857,0.7376474,-0.09977165,-1.678852,-0.7419286,0.37231547,1.6734667,0.12379276,-0.11602899,0.24877405,1.4061675,-0.031106288,0.1244354
0,0.83292913,-0.94433886,-0.9794698,-2.207765,-0.83959675,-0.043049626,0.8916146,2.0439975,2.272781,1.1917611,-2.0120854,1.2491369,-0.28854477,-0.41883695,0.14557277,0.7704786,-1.076716,0.34810835,-0.88089216,1.829451
0,0.53090477,-0.36509195,-1.5429714,0.10638359,-1.4778466,-0.22313301,1.7502375,0.015187545,-0.120059945,0.22193971,-2.4335759,-0.27296034,-0.49426016,-1.1935092,-0.15628056,-0.716239,0.39483064,2.16635,0.42600816,2.0736294
0,0.42352167,-0.46515536,0.913455,0.51038617,0.5182169,-0.3956651,0.41275108,0.08323168,1.1624414,0.6619083,-0.44436866,-0.9030408,-0.73383754,1.6449655,1.2717685,-0.20812051,-0.26720443,1.6344879,-0.019399207,0.017119903
0,0.10420398,-0.7203365,0.75431955,2.33952,0.35494977,-1.6627914,2.2348726,1.0464659,0.12600498,1.2314773,-1.9784993,-1.0193163,0.6583014,0.118977785,1.683492,-0.54570764,-2.1173353,2.438165,-0.55934775,0.15970288
0,-0.5057316,-0.3930256,1.1675181,1.4225254,-0.20035733,-1.299156,1.1029264,1.0602161,1.320757,0.426515,-0.92189896,-0.1292706,0.15862924,0.96603173,0.62152874,-0.69307053,-2.0242236,2.2924378,-0.1982383,0.1482447
0,-0.49978274,-1.2191061,0.9675501,2.3374465,-0.29970372,0.0117913755,-0.0009951195,1.8303266,1.3018849,-1.7939854,-1.9882828,-2.6371315,0.37059528,-0.18805453,1.2220098,-0.4307211,-1.7870629,2.6804476,-0.27653158,1.5263344
0,0.11983524,-1.0752002,-0.8268429,0.50115705,0.81019765,-1.728558,1.7978247,1.6327192,-0.05058252,1.5799596,-1.9949553,-1.95148,0.26571557,-0.7924136,-0.3017905,-0.9965063,1.3130277,1.6783448,0.7124723,0.3143411
0,0.22445416,-0.31414205,0.8134442,1.4594883,-0.5920813,-1.0455534,1.2804158,0.34800628,0.27945477,1.6255075,-1.5166533,-0.69510746,-0.50290424,0.5800697,-0.5442708,-1.4533706,-0.31381938,1.1484368,-0.7970012,-0.7461739
0,-0.76022476,-0.9636192,0.054453734,0.75977,0.33941242,-0.9612603,0.989641,0.90350366,-0.47820663,0.59466213,-2.0183058,-0.89409053,0.5898764,0.47620034,-0.5196146,-1.1313758,-0.2544607,2.1696725,1.0444416,2.9342208
0,-0.4515052,-0.25118592,-0.002778444,0.98543215,0.99582803,0.8672241,1.168284,0.7508879,0.77892894,0.2308406,-1.17791,0.645037,0.24337687,0.88229805,0.40239552,-0.075977124,-0.9761319,2.0774,1.1432796,-0.4037817
0,-0.45330378,-0.042014457,0.4238114,1.700728,-0.47684467,-0.45922452,0.53384894,0.7576588,0.08003456,0.120402955,-1.5994741,-1.529205,0.10159247,0.7947955,0.19470154,-0.68834615,-1.3805602,2.106926,0.23645309,1.3662107
0,0.36821547,-0.9907761,0.44669005,-0.39069256,1.2203737,0.52553153,0.25060967,0.8560564,0.761949,0.074033536,-1.8501239,-1.5432345,0.52896816,1.1790891,-0.24131973,-0.56261307,-1.394235,1.30272,-0.70376897,1.9649917
0,-0.11077382,-1.2153683,0.486891,1.486291,-0.39357954,0.3705673,1.3782951,0.7544638,0.94066274,0.04884396,-1.1260196,-1.7729278,1.6997106,0.5370128,0.41630813,-0.1966347,-0.92891634,2.5028846,-1.0914859,0.9230584
0,-1.0825579,-1.3322518,-0.7073531,1.8991207,0.33752194,-0.0073769856,1.2416562,0.6749195,-0.029111994,-0.002360667,-1.7330381,-1.3000857,-0.778365,1.1309723,0.044105202,-1.0855091,-1.044254,1.5549028,0.061243944,2.087964
0,0.3241147,-0.6553075,-0.14642788,0.7286686,0.3322133,-1.1942537,1.0758762,0.6059069,-0.64535797,0.52682805,-2.3828583,-0.28451923,-0.5135768,0.61662704,0.75433004,-0.26233524,-0.40941426,0.87008554,-0.42602402,0.9299222
0,0.6897394,-0.25762236,1.6926954,1.962978,0.4054749,0.15390481,1.5179995,0.8365388,-0.75150436,0.95115423,-2.2972856,-0.80685025,-0.04737847,0.6379431,0.31633452,-0.7627535,-0.49149805,2.4082878,1.5435805,1.4527694
0,-0.19640042,0.2943864,0.60206735,1.5789646,-0.91042215,-0.34970048,1.1499552,-0.32971752,1.0497857,1.5808562,-1.485653,-0.51198655,-0.286212,2.0184493,0.7789498,-0.23858824,-0.2946626,3.7335386,0.63300544,2.2323902
0,-0.93273544,-0.331806,1.2177038,2.3052387,1.5618553,0.4442933,2.622325,0.14584716,2.1212234,1.0251856,-2.264203,-1.1609001,0.27457735,0.8478249,-1.262396,-0.052574735,-0.7025473,1.2263615,-0.21530727,0.112103485
0,0.76870364,-2.0888996,-1.119347,1.1047518,-0.5663165,-1.1752042,1.7972795,0.9895826,-0.27066115,0.5006323,-1.3758845,-0.5171686,-1.486504,-0.413549,-1.5652982,-3.1919143,-0.75084585,3.404568,0.59659415,0.6238039
0,0.62435764,1.0874612,0.4021301,2.9012752,-0.72824734,-0.3601281,1.6380334,1.7473106,0.2943166,0.31248525,-1.8215919,-1.1543568,0.0006164464,0.78140527,-0.21213217,-0.4827616,0.20206553,1.5021185,-0.21684858,1.4581513
0,-0.9410136,-0.95399195,0.8274555,1.7275085,-0.01614005,0.09034047,0.83500105,1.7151864,1.3021193,0.16385618,-0.75064844,-2.0214016,-0.75100315,-1.2874346,-0.9729236,-2.5973544,-0.3469213,3.147596,-0.2444642,1.5052196
0,0.866461,-0.65055704,2.1694803,1.2818104,1.955656,-2.4992454,-0.37422827,0.5706177,0.21209453,-0.19585991,-2.0179462,-0.58674306,-2.3540602,0.8670247,0.57355875,-2.0354836,-2.91877,0.70852077,1.5084866,0.90485674
0,-2.0035133,-0.5267664,1.7517196,0.77525234,0.76385057,-0.34676,0.7113453,-0.32554844,0.50348485,1.0452017,-1.1176488,1.4165049,-0.19381075,0.40097544,-0.010089783,-1.3386292,-1.4794425,1.6903448,-0.41539988,-0.31388918
0,1.4712684,0.08054021,0.9082688,1.4954772,-0.6026345,0.6985019,1.0759771,1.2216134,0.53836477,-0.050282136,-1.3506602,-0.87428206,0.6959999,0.32973123,-1.308409,-0.70322365,-0.6678825,2.7137482,-1.4274651,0.4604273
0,-0.128681,-0.13083884,-0.30974802,0.91850954,1.2424661,-0.44034588,1.8854483,-0.14749219,1.6713225,0.5479565,-3.4821565,-2.7511814,1.1620151,0.64099115,1.0652217,-1.9687697,0.3017904,1.6369444,-0.15942456,0.68637174
0,1.1282095,-1.1698035,0.8443395,1.5180026,0.29828912,-0.6818062,2.0542145,0.61971307,1.3517104,-0.12220677,-0.4395558,-0.67893666,-1.5538344,-0.29391024,-1.744193,-1.3407493,-2.0325274,2.3722806,-0.18017197,0.79201645
0,0.7065079,-0.50282055,0.35350847,1.0934725,-0.5151156,0.57987326,1.4802732,0.40683016,0.2807846,0.49102432,-1.1420517,0.052983064,-2.6007147,1.0090395,1.0388789,0.008406534,-0.059653528,3.398061,0.015761849,-0.3455567
0,1.2284155,-0.21783121,-0.6447086,-0.89786226,0.5242658,0.027730139,0.014089189,1.6129937,0.3356217,0.028627869,-1.4024553,-0.6884918,1.2298954,0.97923887,0.37466827,0.6881729,-1.1603208,1.4731431,-0.22758006,0.55351084
0,-0.6660602,-0.8482949,-1.4382035,2.837247,1.4132928,-1.2143489,0.7889101,1.0099143,-0.6439852,0.2673547,-2.135257,-0.4251905,0.852258,0.44363958,0.5581318,0.38418466,0.071731515,2.7365355,-0.43923447,1.7955959
0,1.1425916,-0.19757274,0.63848615,2.1724942,0.7424128,0.45339927,1.9252979,0.28835395,1.0325383,-0.3265718,0.6355471,-0.08941431,-1.0104264,0.6461116,0.63947815,-1.3114543,-1.1514513,2.4172883,0.64788383,1.0074255
0,0.32367837,-0.24886352,-0.66486305,2.2937376,1.4578496,-1.149041,1.978224,1.8302112,0.25745326,0.5633446,-2.6089761,-0.40311682,0.9423021,0.1907236,-1.11595,-0.49838117,-0.24223347,1.7356433,0.0380894,1.9986705
0,0.3063265,-0.08879983,0.9526743,1.9331665,0.4179089,-0.31929898,1.9108577,0.7653772,0.114519775,1.2096817,-2.0620592,-1.0709379,-0.68996626,0.815159,0.98103607,-1.5654827,-0.14055009,1.8029943,-0.2704233,1.7478107
0,-1.4648232,-0.93286633,2.1051862,1.0338511,-0.18299642,-0.21778688,0.39922762,1.6506622,1.0983056,0.42214838,-1.6237701,-1.8919691,0.34541568,0.40679607,1.1424271,-0.6974531,-0.8800012,2.0533526,-0.66882706,0.32729653
0,0.86599886,-2.3093865,0.8978591,2.75783,-0.23414505,1.2155428,0.72873545,0.19132447,0.24756488,-0.012361,-0.8449146,-1.2617834,-0.6929208,-0.90278864,0.19388665,-0.8793668,0.041435324,2.880908,-0.6088342,0.97141886
0,0.7782183,0.283901,0.10433823,2.0752916,-0.63446826,0.17464991,1.2087679,-0.517807,1.0663542,1.3493714,-1.6778047,-0.42552024,0.19163583,0.3744108,2.718408,0.53559697,1.2682182,2.3159375,-0.004787502,2.1164367
0,0.34894124,-0.57491577,-0.66203374,1.6541747,0.80396765,-0.8860492,2.6303418,0.07531646,-0.604751,1.3169665,-1.0596949,-0.7814349,-1.8090229,0.44352573,0.65819055,-1.007188,-1.2724789,3.479894,-0.7037242,-1.3525684
0,-0.9401137,1.0044761,1.0896908,2.84626,-0.75411445,-0.9282137,1.9162967,0.5214633,0.679421,1.4111335,-1.7830126,0.26297137,-0.31986144,-0.94366616,-1.1316823,0.84524435,0.45737776,1.6010784,0.3386837,1.453652
0,-0.5492162,-0.5787649,-0.9924319,2.2253299,0.19654363,1.9207842,1.756987,-0.573619,1.4155269,1.9894929,-1.0760498,-0.80641794,-1.2195154,-0.62208337,1.161243,-0.47707802,-0.58036107,3.3666904,-2.546633,-0.13469076
0,0.34593943,-0.44859055,0.63607454,1.1727002,-1.3259435,0.67236143,0.47004646,-0.3199184,1.7162615,0.63177603,-2.2423756,-0.4665101,0.5037449,0.1585556,-0.24741305,-0.51640606,0.23299505,2.5210822,1.6051857,1.5075122
0,0.16025777,-2.3930964,1.1735791,2.4072583,-0.06456756,-0.88952976,-0.3807662,0.3034727,0.28044614,1.0004462,-1.5362376,-0.31768772,0.54296625,1.064428,0.05214231,2.3873813,0.33042476,1.484676,-0.81772316,1.3609905
0,0.57554847,-1.2997757,0.45250803,1.8773245,-0.9256893,-0.77873427,1.8829167,1.7748011,1.6056887,0.7509003,-1.2717681,-0.19108742,-0.0035083024,0.91532487,-1.336761,-0.70832515,0.35667875,2.688373,-1.3992846,0.400944
0,1.1453316,-0.7218208,1.1588972,1.3817707,-0.13377969,0.42472163,1.0406151,0.13969466,0.049504448,0.540214,-1.1093624,-1.3916036,-0.46554396,-0.081558496,0.118286885,-1.1469963,0.34274715,1.2016093,-0.5789123,0.0072200336
0,-0.072765544,-0.4897546,0.36943862,2.230058,0.280538,-0.948329,0.25610024,-0.19022493,0.6421713,0.27567953,-0.5214064,-1.0317566,1.2281084,0.6436274,1.0404098,0.87088275,-0.5927882,2.5130372,0.25332314,0.9890365
0,-0.13644926,-0.26152572,0.28620973,1.3660998,-0.19003542,-0.10719945,2.2106621,-0.8350352,1.5610224,1.3064572,-1.1522493,-0.826121,0.73370624,-0.15211718,1.7108066,-0.047026027,-1.3763154,2.08075,0.17916565,0.09062071
0,-0.92513406,-0.17640913,1.1272062,1.825009,1.5989203,-0.16785307,1.7692635,1.8705336,-0.2862789,0.35726845,-1.2151738,-0.9618639,0.5614669,-0.15218204,-0.20796184,-2.0299332,-0.80290127,2.3037279,-1.338451,0.9444959
0,3.4976778,0.5922944,0.13133325,-0.44330826,0.7657428,-0.39786708,1.8859726,0.08811819,-0.62425274,-0.9607052,-1.3843994,-0.26193503,-0.6107111,-0.5734432,0.08552511,0.34994012,1.7496105,0.73725957,-0.1573799,-0.13708657
0,0.3218252,-1.0774965,1.1201526,1.8151877,-0.72531825,-0.7750739,0.14674291,0.42260173,1.333464,-0.26801786,-1.177742,-1.418909,-0.3519572,0.6607102,0.5510816,-0.6580319,-0.8962127,2.4440296,-0.38618943,1.2977266
0,0.7706986,-0.50835055,-1.1379957,3.1805496,-0.02045398,0.2651972,1.3337426,1.1644938,-0.7032813,2.5860577,1.7809335,-1.7416837,-0.0830297,1.397396,1.7836915,0.47747844,-1.8795909,0.1884421,-0.70660186,-0.23001194
0,0.5640804,-1.7323027,0.7180986,1.0200106,0.52280146,-0.29855388,-0.20144193,0.20207275,-0.40810114,-0.59015197,-1.7982379,-0.7048638,-0.22290827,-0.6805407,0.03910961,-1.6028546,-0.5863627,1.1158413,-0.5390811,0.15541634
0,-0.21726991,-1.3194243,0.40516433,1.0673928,0.08514672,0.044917516,0.898041,-0.21933754,0.42998973,-1.7045183,-0.27733165,-0.35200676,1.0272994,0.32429165,1.3346037,1.018544,1.097278,1.9671862,-0.1613159,-0.14288822
0,1.6490183,-0.37566206,-0.5800002,2.0917137,0.118315116,1.159861,1.538241,-0.029069228,0.8634734,-1.613489,-2.0951767,0.3654281,-0.23429827,0.0055328393,0.12587853,2.1624832,0.07444043,3.3016617,-0.8463618,1.5348926
0,-0.3249303,0.7988287,0.44378912,3.3371592,-1.4734598,-0.6050381,1.2539933,0.6620383,0.6641956,0.49250618,-1.4970564,-0.8289593,-1.0601021,0.888726,0.5881038,0.16622238,-0.42625114,2.1906548,-0.25143653,-0.08871492
0,-0.5742877,-0.2108764,-0.1441808,1.8973836,-0.6030322,-0.9082673,1.3624878,-0.27648553,0.42126355,-0.20974645,-1.1088786,-0.9938389,-0.485959,0.91090137,1.5548075,-1.3433954,0.36859956,0.94728935,-1.7020457,0.5628572
0,-1.6217468,-0.24256213,0.7064278,0.9453465,0.40971023,-2.0875988,1.0300342,0.8926579,1.3619343,1.0951586,-0.6358271,-0.13140045,-0.40539688,1.3000389,-1.0938978,-0.5004006,-1.3196006,3.2558508,1.548821,0.72765416
0,0.47075456,-0.6729814,0.48970002,2.3637333,-0.47774822,-0.24102165,1.4718692,-1.2353405,2.2657824,0.3341392,0.06915757,-0.3654301,-0.5498094,2.0609186,0.3943,-0.807712,-0.7798407,1.4282271,-2.3979445,1.9148587
0,0.44573313,-1.342791,-0.64192736,2.2367537,0.17276786,-0.7440485,1.5516523,0.7825611,1.0529224,-0.30710116,-2.3845527,-0.086319976,-0.5985877,0.65493035,0.9257873,-1.0952454,-1.8980179,1.9337369,-0.4650446,1.594114
0,1.4659119,-1.6029757,0.684313,2.7002168,0.7524323,0.22964448,0.1350796,0.22977099,-0.24355584,0.38575932,-1.652871,-0.53782994,0.3199154,0.022182163,0.8671364,-0.37588903,0.024463044,0.7670861,-0.6153186,1.4569442
0,2.380405,-1.1934422,0.047423143,-0.7790394,-1.3608472,-0.5829184,1.0391145,0.9776923,-0.3313542,0.5068644,-1.9020039,-1.4580694,0.6099428,-0.057239678,-0.8157058,0.13301338,0.96101844,2.7830245,0.23537846,0.21799392
0,1.1370857,-0.43858582,0.79286116,2.6774077,-0.50264025,0.77631074,1.0956206,-0.5967689,1.0881239,-0.40108538,-1.2307525,0.29036018,0.13261251,1.4937878,-2.0748334,1.03398,-0.91112256,1.6040448,-0.09689163,1.621674
0,0.13776968,-1.3169218,0.856069,0.6534119,-0.97382903,-0.1606179,0.46742037,1.0356284,0.18288675,-0.8036895,-1.4441874,-1.8593504,-0.5973615,-0.3183013,0.7688533,-1.2277057,0.3965129,1.8173158,-1.6812125,0.23298904
0,0.07073165,-0.87257427,0.15341729,2.487885,-2.0921092,-0.5993067,0.58680373,0.4207991,1.2851291,1.5977103,-0.38231373,-0.46585724,-0.72839177,0.71891886,-1.4182001,-1.5045495,0.9293831,2.9404404,0.8098769,0.36470634
0,-0.54800487,-1.1444316,-0.3901097,1.6606266,0.13513787,-0.31579065,1.9405179,-0.07292386,0.831324,0.35680953,-0.9940316,0.10391076,0.38772902,0.6783449,-0.24527204,-0.57776505,-0.6262883,2.517133,-0.98214656,0.43996346
0,0.6288785,-0.46994427,-0.4557016,0.37399212,0.12964681,-0.41769,0.5485171,1.3297116,-0.026681831,-0.6602689,-1.7427237,-1.1837513,0.20195034,1.2857159,0.57644784,0.4822737,-0.062004615,1.8213438,-1.1458697,1.112223
0,2.3177142,1.6541191,0.2876659,0.23818585,0.3056292,-1.5666928,-0.12233684,1.8101494,-0.5547262,1.4433495,-2.4894137,-0.5211324,-0.4281624,-0.19791031,0.84511334,-0.15612678,0.726743,3.550683,-0.14999281,2.6086938
0,-1.4648273,-0.36498472,0.69739866,1.5237466,0.29065987,-0.497996,1.6637125,0.17913146,0.8034208,0.039365888,-1.9490925,-1.8106616,0.34704733,1.0017397,1.0888127,-1.016187,-0.92607677,1.5549744,-1.1229025,-0.45278493
0,2.0128896,-0.35730848,0.390428,1.9126644,1.19843,-1.8511143,0.72456247,-0.39706817,-0.6626501,-0.35156617,-2.866938,-0.8631342,-0.9736189,-0.08035748,1.5930169,-0.9731865,-1.0790496,2.6986723,-0.16258852,1.990393
0,0.26954627,-0.65643775,-0.050291043,2.0564222,1.2698197,-0.19367847,1.6796926,-0.3637298,1.0999086,1.3898479,-1.6923728,-1.4002025,0.24080345,0.60795915,0.68394375,0.6313674,0.46238998,2.7105596,1.1182168,0.976599
0,0.81157064,-1.1942078,0.27144945,0.20186432,1.396022,0.21723542,1.4074198,1.6744531,0.6757002,1.8906506,-4.125568,-0.30466533,-1.5243781,0.048266407,-1.373208,-1.5758961,-0.5469448,3.7081735,-0.071146004,3.1263475
