,0,1,2,3,4,5,6,7,8,9
0,3.2353816,-1.2380968,-0.07193705,1.0294487,-1.3245367,-0.8099807,3.345941,1.6959559,0.52796906,0.22386304
0,2.9844463,-1.354137,0.8455021,0.9539898,-0.38013703,-0.20945187,0.26984322,0.0024296779,-0.069804706,0.031596698
0,1.7404987,-0.021480542,-0.7495561,0.719459,-1.0720965,-1.072602,2.1746333,-1.562947,-0.3581658,-0.46493933
0,2.039189,0.15609223,0.5902008,-0.8609289,-1.6472795,-1.0297351,2.003842,-0.40940502,0.6648548,-0.67401606
0,3.108114,-0.73498344,0.5346762,0.54963726,-0.39014897,-0.45563313,1.7076188,0.52915376,-0.22462617,-1.0540159
0,3.929147,0.13903512,-0.73005486,0.64899135,-1.9344025,-0.60851985,2.4052274,-0.054599635,0.18965693,1.2709967
0,1.8143985,-0.071868986,0.3458681,0.6516765,-0.32792926,0.15010995,3.008573,-0.114051096,1.0009135,0.890354
0,2.2148268,-0.7767529,-0.48576355,0.006653862,-0.38472182,-0.8670323,2.3645835,0.3823471,-0.5072248,-0.7698844
0,3.967985,0.37499157,-1.1921877,-0.08951897,-0.39531785,-1.4820191,2.7595475,-0.23536336,-0.6430179,0.4795895
0,2.2580202,-0.94016266,0.7322982,0.8961215,0.18157136,-0.17068164,2.8685124,0.47320613,-0.28080198,1.0300969
0,3.1706977,-1.1203045,0.06742803,0.12113374,-0.43305016,-1.3776333,2.7623894,0.3765208,-0.8884201,0.3110292
0,1.9440628,-0.3772145,-0.7989563,0.53760093,0.17554303,0.15630263,3.1990557,-1.0096852,0.4692115,0.9129615
0,3.3528745,-1.893376,-1.1865432,0.34139484,-0.37196994,-0.95051503,4.0961633,-0.30271748,0.48063725,2.2014585
0,2.5855978,-0.5466807,0.24436396,-0.059108734,0.43934816,0.15060708,2.4318302,0.101601474,1.5846313,1.7290277
0,2.1713707,-0.8778026,0.8983201,-0.10715213,-0.4525025,-0.6286278,2.3320255,0.4228282,0.14681184,0.43862078
